Round,Test acc
1,0.09999999731779098
2,0.12249999709427356
3,0.30459999307990077
4,0.5301999858021736
5,0.5368999880552292
6,0.6283999866247177
7,0.6089999884366989
8,0.7893999803066254
9,0.7799999821186065
10,0.7921999782323838
11,0.8176999789476395
12,0.8448999810218811
13,0.7968999809026718
14,0.8486999768018723
15,0.7862999778985977
16,0.8486999785900116
17,0.841099978685379
18,0.8543999797105789
19,0.8446999818086625
20,0.8654999816417694
21,0.8647999805212021
22,0.8107999777793884
23,0.8640999811887741
24,0.7996999806165696
25,0.7935999810695649
26,0.828299975991249
27,0.8400999748706818
28,0.8721999824047089
29,0.8620999813079834
30,0.8238999789953232
31,0.823399977684021
32,0.8519999796152115
33,0.8468999803066254
34,0.841699977517128
35,0.8543999803066253
36,0.8196999770402909
37,0.8292999792099
38,0.8467999804019928
39,0.8237999773025513
40,0.8595999813079834
41,0.8085999780893326
42,0.8532999795675278
43,0.872099980711937
44,0.8597999787330628
45,0.8775999808311462
46,0.8654999786615372
47,0.869499980211258
48,0.8476999795436859
49,0.8527999806404114
50,0.8569999802112579
51,0.8592999798059463
52,0.818199976682663
53,0.861699982881546
54,0.819599980711937
55,0.8375999790430069
56,0.8361999797821045
57,0.8433999764919281
58,0.8702999818325042
59,0.8421999776363372
60,0.8262999814748764
61,0.8233999788761139
62,0.8813999813795089
63,0.8393999767303467
64,0.8479999792575836
65,0.8719999825954438
66,0.8240999788045883
67,0.8699999791383743
68,0.8253999799489975
69,0.8659999769926071
70,0.8619999796152115
71,0.8581999814510346
72,0.8524999797344208
73,0.8585999822616577
74,0.8260999774932861
75,0.8531999784708023
76,0.8875999814271927
77,0.8698999804258346
78,0.8733999812602997
79,0.8689999806880951
80,0.8520999777317048
81,0.8624999809265137
82,0.8464999759197235
83,0.8623999780416489
84,0.8742999756336212
85,0.8438999783992768
86,0.8561999779939652
87,0.8622999775409699
88,0.8801999795436859
89,0.8470999783277512
90,0.8779999804496765
91,0.8801999813318253
92,0.8616999799013138
93,0.8087999796867371
94,0.8565999782085418
95,0.8593999832868576
96,0.8689999777078629
97,0.8483999788761138
98,0.8440999776124954
99,0.8363999778032303
100,0.8379999780654908
