Round,Test acc
1,0.09999999722465873
2,0.10699999660253524
3,0.3478999924659729
4,0.5234999904036521
5,0.5944999864697457
6,0.6201999896764755
7,0.6447999835014343
8,0.6995999819040298
9,0.7899999785423278
10,0.775599981546402
11,0.8062999773025513
12,0.7884999829530716
13,0.7918999797105789
14,0.8072999793291092
15,0.836099978685379
16,0.8179999780654907
17,0.792099979519844
18,0.7879999804496766
19,0.7882999813556671
20,0.8352999776601792
21,0.8417999792098999
22,0.7322999835014343
23,0.8457999807596207
24,0.8113999772071838
25,0.8458999782800675
26,0.8192999774217605
27,0.8130999755859375
28,0.8164999777078629
29,0.8383999794721604
30,0.8194999819993973
31,0.8427999776601791
32,0.8250999802350998
33,0.8371999794244767
34,0.8465999811887741
35,0.8320999765396118
36,0.8376999777555466
37,0.8498999792337417
38,0.8600999808311462
39,0.832599977850914
40,0.8039999794960022
41,0.8293999814987183
42,0.819499979019165
43,0.8481999790668487
44,0.8184999793767929
45,0.8689999788999557
46,0.823299975991249
47,0.8269999754428864
48,0.7858999788761138
49,0.8405999773740769
50,0.8119999772310257
51,0.8043999809026718
52,0.8504999780654907
53,0.840499981045723
54,0.8157999795675278
55,0.8529999804496765
56,0.8623999810218811
57,0.8719999778270722
58,0.8401999801397324
59,0.8444999796152115
60,0.8503999799489975
61,0.8284999775886536
62,0.8139999788999558
63,0.8437999790906906
64,0.8601999789476394
65,0.8411999750137329
66,0.8529999822378158
67,0.8627999806404114
68,0.8294999814033508
69,0.8324999797344208
70,0.8262999761104584
71,0.8621999788284301
72,0.8038999789953232
73,0.8552999806404114
74,0.7968999773263932
75,0.8588999772071838
76,0.789699981212616
77,0.841199979186058
78,0.7883999788761139
79,0.8137999802827836
80,0.854499980211258
81,0.8635999768972397
82,0.7959999793767929
83,0.8615999799966813
84,0.8677999812364579
85,0.8596999782323838
86,0.8600999802350998
87,0.8481999802589416
88,0.8625999814271927
89,0.8617999792098999
90,0.8092999768257141
91,0.828799979686737
92,0.8397999793291092
93,0.8487999808788299
94,0.8074999779462815
95,0.849899976849556
96,0.8068999803066254
97,0.8360999780893326
98,0.823799979686737
99,0.8629999786615372
100,0.8364999794960022
101,0.840899977684021
102,0.8434999781847
103,0.8388999783992768
104,0.8039999812841415
105,0.8092999768257141
106,0.8159999799728394
107,0.8369999796152114
108,0.7824999821186066
109,0.8079999780654907
110,0.8320999783277512
111,0.8337999778985977
112,0.8015999794006348
113,0.7933999782800675
114,0.8112999802827835
115,0.8195999783277511
116,0.8369999778270721
117,0.7989999800920486
118,0.8567999827861786
119,0.8398999774456024
120,0.8184999781847
121,0.8597999799251557
122,0.8434999793767929
123,0.8574999791383743
124,0.8171999758481979
125,0.8401999801397324
126,0.8543999820947648
127,0.8499999779462815
128,0.8436999762058258
129,0.7984999805688858
130,0.8514999788999558
131,0.8395999795198441
132,0.8629999774694442
133,0.8383999800682068
134,0.8384999793767929
135,0.8531999772787094
136,0.8439999794960023
137,0.8459999787807465
138,0.8028999769687652
139,0.8665999799966813
140,0.8501999795436859
141,0.8382999765872955
142,0.816699977517128
143,0.8204999768733978
144,0.825599980354309
145,0.8383999794721604
146,0.8477999752759934
147,0.8137999790906906
148,0.8117999792098999
149,0.8410999822616577
150,0.8314999794960022
151,0.8304999804496765
152,0.819299978017807
153,0.843799979686737
154,0.8283999806642532
155,0.8206999790668488
156,0.8508999788761139
157,0.8451999789476394
158,0.838599978685379
159,0.8230999791622162
160,0.8396999806165695
